176	Gesperrt, Aussentemperatur
177	Begr Vorlaufmin Taupunkt
178	Begr Vorlaufmin Aussentemp
179	Vorlaufgrenze erreicht
180	Drehstrom asymetrisch
181	Niederdruck
182	Ventilator überlastet
183	Verdichter 1 überlastet
184	Verdichter 2 überlastet
185	Quellenpumpe überlastet
186	Ström'wächter Verbraucher
187	Einsatzgrenze TA Min
188	Einsatzgrenze TA Max
189	Begr Quellentemp Min Wasser
190	Begr Quellentemp Min Sole
191	Begr Quellentemp Max
192	Zwangsabtauen Verdichter
193	Zwangsabtauen Ventilator
194	Abtauen mit Verdichter
195	Abtauen mit Ventilator
196	Begr Quellentemp Min Kühlen
197	Elektro ein
198	Gesperrt, Oekobetrieb
199	Zapfbetrieb
200	Bereit
201	Bereitschaftsladung
202	Frostschutz Kühlen aktiv
203	Durchladung aktiv
204	Gesperrt, Heizbetrieb
205	Gesperrt, Erzeuger
206	Gesperrt, Puffer
207	Verdichterlaufzeit Min aktiv, Kühlbetrieb
208	Verdichter 1 und 2 ein, Kühlbetrieb
209	Verdichter 1 ein, Kühlbetrieb
210	Verdichter 2 ein, Kühlbetrieb
211	Störstellung
212	Startverhinderung
213	Ausserbetriebsetzung
214	Sicherheitszeit
215	Inbetriebsetzung
216	Standby
217	Heimlauf
218	Vorlüftung
219	Nachlüftung
220	Reglerstopp aktiv
221	Warmhaltebetrieb Ein
222	Warmhaltebetrieb Aktiv
223	Frostschutz Durchlauferhitzer
224	Zünden
225	Einschwingzeit
226	Exotengasbetrieb
227	Drifttest aktiv
228	Sonderbetrieb
229	Einstellbetrieb
230	Exemplareinstellung aktiv
231	Start man. Drifttest
232	Abgastemperatur zu hoch, Abschaltung
233	Abgastemperatur zu hoch, Leistungsbegrenzung
234	Abgastemperatur zu hoch
235	Wasserdruck zu niedrig
236	Partyfunktion aktiv
237	Umladung, Legionellensollwert
238	Umladung, Nennsollwert
239	Umladung, Reduziertsollwert
240	Umladung aktiv
241	Restwärmenutzung
242	Umschichtung aktiv
243	Warmhaltebetrieb freigegeb
244	Erzeuger freigegeben
245	STB begrenzt Leistung
246	Netzunterspannung
247	Unterkühlschutz aktiv
248	Pumpendauerlauf
249	Ladung opt Energie, Nennsollwert
250	Ladung opt Energie, Legionellensollwert
251	Ladung opt Energie EW, Nennsollwert
252	Ladung opt Energie EW, Legionellensollwert
253	Durchfluss gering
254	Kältemittel abpumpen, Manuell
255	Sammelzustand 255
256	Kältemittel abpumpen
257	Startverzögerung Abtauen
258	Verdichter gesperrt
259	Gesperrt, Quellentemp Max
260	Gesperrt, Quellentemp Min
261	Gesperrt, Rücklauftemp Max
262	Gesperrt, Rücklauftemp Min
263	Gesperrt, Vorlauftemp Max
264	Gesperrt, Vorlauftemp Min
265	Gesperrt, Kondens'temp Max
266	Gesperrt, Verdamp'temp Min
267	Gesperrt, Heissgastemp Max
268	Begr Verdampfungstemp Min
